ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.10759190186295907,0.0019140024874520446,0.019537401610519544,0.09030168365516533,0.7806550103839044
2,0.7402907223773154,8.088756371083704e-05,0.0013371185519614125,0.14897648411621056,0.10931478739080153
3,0.22418339604781154,0.003576848666507428,0.007107379907884815,0.3604423909185342,0.40468998445926185
4,0.3773127894139112,0.00027431200430147923,0.05686681163133026,0.11792760236798172,0.4476184845824751
5,0.5692760882926058,0.00021998302487624444,0.0037672555867671684,0.3523549750990169,0.074381697996734
6,0.4004919063824022,0.0006179901305236351,0.009036388628157175,0.47605138242204814,0.11380233243686866
7,0.3043720011134728,0.002560981382114838,0.35199930182287265,0.14551386611001488,0.195553849571525
8,0.6291835195929687,0.0024619673339980846,0.003253122751930777,0.00606343589704862,0.3590379544240539
9,0.8243468258031637,5.701966612019932e-05,0.0011064556543399662,0.09706753934982049,0.0774221595265558
10,0.7244919077143538,0.00010799237768014426,0.001718818159470957,0.1584758975075154,0.1152053842409798
11,0.6136444899872073,4.321041408988109e-05,0.001129611562125501,0.22215186005207732,0.16303082798450014
12,0.017377153011006594,0.0009386425170029901,0.12156561802486951,0.21825253529040045,0.6418660511567205
13,0.8266257034858728,6.995784061542768e-05,0.0009960699592051702,0.10950610541650116,0.06280216329780525
14,0.7101517351919295,0.0005248460525166133,0.021172822608199266,0.1621015101748306,0.10604908597252388
15,0.7778029493284209,0.00033022642200356727,0.0025104639664797874,0.15292755866074603,0.06642880162234982
16,0.7740845024027361,4.152609774796306e-05,0.0010513670333757053,0.21342051272337367,0.011402091742766667
17,0.37424178208689884,0.00019244575333425933,0.006885301710064323,0.5508746269312164,0.06780584351848638
18,0.5960347732252401,0.00012711933384514646,0.004603710687838843,0.32985377641054303,0.06938062034253256
19,0.16417466639436484,0.00045491730801607184,0.054907932564523414,0.4152753531384413,0.36518713059465446
20,0.05525313798512,0.0013135309469273163,0.2451195088357127,0.10310815415365818,0.5952056680785822
21,0.7253341347069419,0.00017393726823040226,0.0014609854980447488,0.15896420660593408,0.11406673592084901
22,0.02374870076936728,0.004039837130755518,0.009118151238505694,0.0013145472322912105,0.96177876362908
23,0.5198295638019135,0.0005532685190275013,0.10364073524178356,0.23941213777113945,0.13656429466613604
24,0.010997452593648921,0.005804380070393561,0.07070131643231742,0.0007626869495312688,0.9117341639541092
25,0.7449003818846427,0.00012118587849714401,0.0011234755803898326,0.19191843887711468,0.061936517779355944
26,0.13000365395481325,0.005695677627616079,0.2734960569470195,0.10134632058331335,0.48945829088723763
27,0.9672614780903952,0.00028331985043200534,0.001288067541717293,0.00662213635929273,0.02454499815816279
28,0.20895583834170678,0.05753687372993788,0.12085862604443245,0.004569821447626024,0.6080788404362971
29,0.4185475520173579,0.000231746059213102,0.005123062595911279,0.40394786574438396,0.17214977358313388
30,0.3142624673282409,0.00026628657214205803,0.005086394016395421,0.6530571526189327,0.02732769946428868
31,0.3791626523624675,0.0003437044976412238,0.021019283295359736,0.21586977317499806,0.38360458666953345
32,0.8102046545540444,0.0002929281303164048,0.001686097973074938,0.0544341609041683,0.13338215843839613
33,0.26799367378532,0.05238945426046115,0.02296505281996198,0.10172626653843538,0.5549255525958212
34,0.9537195873140293,0.0006737906073886389,0.00250451112053733,0.008148498061575006,0.03495361289646952
35,0.4731264512202676,0.004643028776083638,0.01061579006238672,0.005321770452260003,0.5062929594890019
36,0.37057454646583166,0.0007887556186443984,0.007275902553930823,0.3557296174717435,0.2656311778898498
37,0.10945370366713306,0.008282864225447582,0.07393321113455074,0.0016692724504102073,0.8066609485224588
38,0.9106106172834871,0.00028877830103687875,0.0024071685113864153,0.0646166047532383,0.02207683115085115
39,0.4704322037828881,6.882641985027326e-05,0.0026587428789987856,0.46263028089309827,0.06420994602516478
40,0.3161707285098951,0.0017838919035900462,0.026954543429863503,0.10680756331817876,0.5482832728384726
41,0.4274062917410537,0.0003391420413184256,0.013221379354189173,0.30167973332401404,0.2573534535394244
42,0.018048355720951748,0.004305541610186033,0.0780695432954905,0.0013340755397656643,0.898242483833606
43,0.5497822932972618,0.0009162710161587304,0.10188366926779054,0.054957552390366135,0.2924602140284228
44,0.015069032102613525,0.057417574983653234,0.023762588691890074,0.0010372683816085191,0.902713535840235
45,0.12935861332167514,0.004991237227898557,0.2734729449922278,0.0015038970728170908,0.5906733073853814
46,0.3206505045828941,0.00032821606305563297,0.014894974431495268,0.1601550159678744,0.5039712889546808
47,0.33573038857751386,0.05048170166628626,0.0035246348470285155,0.3116540354852094,0.29860923942396184
48,0.728510609679526,0.0003771651586092054,0.003958366394651988,0.18925112071108507,0.07790273805612802
49,0.3911098454714452,9.146015334455097e-05,0.20360832998619618,0.33175764715225364,0.07343271723676027
50,0.2063872699407237,0.00043551843103589814,0.10946599145819044,0.1738843922808923,0.5098268278891578
51,0.10041068876751805,0.004163461787591603,0.015081098563717508,0.009025495422783905,0.8713192554583888
52,0.09116280427766513,0.00012777478095845973,0.058734917902535384,0.736009157969452,0.11396534506938946
53,0.9436033503383155,0.0009258475769699675,0.0029569262432481507,0.008087108810220688,0.04442676703124574
54,0.1741238942457363,0.0036973323963632853,0.06754652765814481,0.00783694136352926,0.7467953043362263
55,0.19514185917472293,0.0016397415548890125,0.2114454743639927,0.052175825679932106,0.5395970992264632
56,0.5532219862231429,0.0001762221496197326,0.022070857921215773,0.3034078913328542,0.12112304237316789
57,0.22704779662833077,0.0003858242333897223,0.0036752969335894984,0.6917255635375166,0.07716551866717362
58,0.022183992302458606,0.005933228422516257,0.05801966478457596,0.0009699558852064557,0.9128931586052427
59,0.002576332800809761,0.009896065062182016,0.020014417694189608,0.0009154230781192651,0.9665977613646991
60,0.73755088682448,0.0005700476451550935,0.004615965784977063,0.1068250402813109,0.150438059464077
61,0.6699882277318985,0.00043889438708937087,0.01921107603352433,0.06205286610579512,0.24830893574169238
62,0.08937335856213179,0.000426035201237193,0.06017016753048413,0.7442335270813316,0.10579691162481503
63,0.5365454174496547,0.004685152923138313,0.010147313305163842,0.05882708517047522,0.38979503115156755
64,0.017340818607928143,0.007304683966433433,0.02388992645347836,0.00118785700129718,0.9502767139708628
